full_name,course_name,present_days,total_days
"Priya Dubey","Business Intelligence",0,1
"Kavya Reddy","Business Intelligence",1,1
"Harsh Joshi","Business Intelligence",0,1
"Harsh Nair","Business Intelligence",1,2
"Pooja Khanna","Business Intelligence",1,1
"Krishna Sharma","Business Intelligence",1,1
"Siddharth Sharma","Business Intelligence",1,1
"Yash Rao","Business Intelligence",0,1
"Ishaan Pandey","Business Intelligence",0,1
"Sai Iyer","Business Intelligence",1,1
"Sneha Sharma","Business Intelligence",1,1
"Rahul Das","Business Intelligence",1,1
"Rahul Kapoor","Business Intelligence",1,1
"Aditi Agarwal","Business Intelligence",1,1
"Krishna Ghosh","Business Intelligence",0,2
"Aditi Das","Business Intelligence",1,1
"Ritesh Sinha","Business Intelligence",1,1
"Ritesh Patel","Business Intelligence",1,1
"Kunal Menon","Business Intelligence",0,1
"Pooja Kapoor","Business Intelligence",1,1
"Diya Jain","Business Intelligence",1,1
"Ishaan Rao","Business Intelligence",0,1
"Pooja Sharma","Business Intelligence",0,1
"Kunal Dubey","Business Intelligence",1,1
"Tanmay Pandey","Business Intelligence",2,2
"Neha Sinha","Business Intelligence",1,1
"Kavya Patel","Business Intelligence",1,1
"Vivaan Pandey","Business Intelligence",1,1
"Tanmay Bansal","Business Intelligence",1,1
"Pooja Dubey","Business Intelligence",0,1
"Priya Nair","Business Intelligence",1,1
"Om Patel","Business Intelligence",1,1
"Ritika Dubey","Business Intelligence",0,1
"Manav Reddy","Business Intelligence",1,1
"Aditya Mehta","Business Intelligence",1,1
"Rohan Verma","Business Intelligence",1,1
"Priya Iyer","Business Intelligence",1,1
"Priya Agarwal","Business Intelligence",1,1
"Vivaan Thakur","Business Intelligence",0,2
"Diya Menon","Business Intelligence",2,2
"Ishaan Kapoor","Business Intelligence",1,1
"Om Nair","Business Intelligence",1,1
"Sai Choudhary","Business Intelligence",1,1
"Tanmay Jain","Business Intelligence",1,1
"Kunal Choudhary","Business Intelligence",1,1
"Aditi Dubey","Business Intelligence",1,1
"Mohit Sinha","Business Intelligence",1,1
"Siddharth Iyer","Business Intelligence",1,1
"Ritika Choudhary","Business Intelligence",1,1
"Rahul Pandey","Business Intelligence",1,1
"Yash Ghosh","Business Intelligence",0,1
"Sai Sinha","Business Intelligence",1,1
"Kunal Verma","Business Intelligence",1,1
"Tanmay Choudhary","Business Intelligence",1,2
"Nikhil Sharma","Business Intelligence",0,1
"Om Bansal","Business Intelligence",1,1
"Sneha Patel","Business Intelligence",1,1
"Siddharth Sinha","Business Intelligence",2,2
"Ritesh Ghosh","Business Intelligence",1,1
"Ishaan Menon","Business Intelligence",0,1
"Mohit Mehta","Business Intelligence",1,1
"Ishaan Nair","Business Intelligence",1,1
"Deepak Choudhary","Business Intelligence",1,1
"Manav Nair","Business Intelligence",2,2
"Ishaan Mehta","Business Intelligence",1,2
"Aditya Verma","Business Intelligence",1,1
"Pooja Choudhary","Business Intelligence",1,1
"Meera Jain","Business Intelligence",2,2
"Kavya Gupta","Business Intelligence",1,1
"Rohan Thakur","Business Intelligence",1,1
"Harsh Menon","Business Intelligence",0,1
"Pooja Menon","Business Intelligence",1,1
"Yash Nair","Business Intelligence",1,1
"Diya Agarwal","Business Intelligence",1,1
"Yash Jain","Business Intelligence",1,2
"Pooja Reddy","Business Intelligence",1,1
"Nikhil Mehta","Business Intelligence",1,1
"Kavya Bansal","Business Intelligence",1,1
"Aarav Rao","Business Intelligence",1,1
"Manav Rao","Business Intelligence",1,1
"Ishaan Sinha","Business Intelligence",1,1
"Ananya Thakur","Business Intelligence",1,1
"Varun Jain","Business Intelligence",1,1
"Om Pandey","Business Intelligence",1,1
"Om Joshi","Business Intelligence",1,1
"Aarav Khanna","Business Intelligence",1,1
"Pooja Agarwal","Business Intelligence",0,1
"Priya Thakur","Business Intelligence",0,1
"Rahul Agarwal","Business Intelligence",0,1
"Siddharth Choudhary","Business Intelligence",1,1
"Ananya Ghosh","Business Intelligence",1,1
"Nikhil Agarwal","Business Intelligence",1,1
"Siddharth Gupta","Business Intelligence",1,1
"Manav Menon","Power Plant Engineering",1,1
"Ritika Reddy","Power Plant Engineering",1,1
"Aditya Choudhary","Power Plant Engineering",1,1
"Ananya Joshi","Power Plant Engineering",1,1
"Aditi Verma","Power Plant Engineering",0,1
"Vivaan Choudhary","Power Plant Engineering",2,2
"Vivaan Mehta","Power Plant Engineering",1,1
"Mohit Nair","Power Plant Engineering",1,1
"Arjun Mehta","Power Plant Engineering",1,1
"Diya Rao","Power Plant Engineering",1,1
"Priya Joshi","Power Plant Engineering",1,1
"Aman Thakur","Power Plant Engineering",2,2
"Ananya Rao","Power Plant Engineering",0,1
"Om Verma","Power Plant Engineering",2,2
"Mohit Rao","Power Plant Engineering",1,1
"Pooja Rao","Power Plant Engineering",2,2
"Meera Choudhary","Power Plant Engineering",1,1
"Harsh Joshi","Power Plant Engineering",1,1
"Harsh Khanna","Power Plant Engineering",0,1
"Meera Dubey","Power Plant Engineering",1,1
"Arjun Reddy","Power Plant Engineering",1,1
"Varun Pandey","Power Plant Engineering",1,1
"Arjun Rao","Power Plant Engineering",1,1
"Varun Menon","Power Plant Engineering",2,2
"Deepak Joshi","Power Plant Engineering",2,2
"Arjun Verma","Power Plant Engineering",1,2
"Pooja Sharma","Power Plant Engineering",1,1
"Om Sharma","Power Plant Engineering",0,1
"Diya Mehta","Power Plant Engineering",2,2
"Ritika Kapoor","Power Plant Engineering",1,1
"Vivaan Verma","Power Plant Engineering",1,1
"Mohit Mehta","Power Plant Engineering",1,1
"Manav Joshi","Power Plant Engineering",3,3
"Yash Rao","Power Plant Engineering",1,1
"Kavya Reddy","Power Plant Engineering",0,1
"Aditya Kapoor","Power Plant Engineering",2,2
"Sai Jain","Power Plant Engineering",1,1
"Deepak Sharma","Power Plant Engineering",2,2
"Aditi Patel","Power Plant Engineering",1,1
"Arjun Agarwal","Power Plant Engineering",1,1
"Ritesh Gupta","Power Plant Engineering",1,1
"Rohan Rao","Power Plant Engineering",2,2
"Ritesh Sharma","Power Plant Engineering",1,1
"Yash Reddy","Power Plant Engineering",1,1
"Rohan Menon","Power Plant Engineering",1,3
"Kunal Iyer","Power Plant Engineering",1,1
"Manav Choudhary","Power Plant Engineering",1,2
"Sai Thakur","Power Plant Engineering",1,1
"Aman Patel","Power Plant Engineering",1,1
"Ishaan Joshi","Power Plant Engineering",1,1
"Kunal Thakur","Power Plant Engineering",1,1
"Dev Menon","Power Plant Engineering",0,1
"Nikhil Menon","Power Plant Engineering",1,1
"Kavya Menon","Power Plant Engineering",1,1
"Ritesh Agarwal","Power Plant Engineering",1,1
"Aditya Das","Power Plant Engineering",4,4
"Rohan Das","Power Plant Engineering",1,1
"Aditi Thakur","Power Plant Engineering",1,1
"Mohit Pandey","Power Plant Engineering",1,1
"Harsh Thakur","Power Plant Engineering",0,1
"Arjun Patel","Power Plant Engineering",0,1
"Diya Iyer","Power Plant Engineering",0,1
"Om Gupta","Power Plant Engineering",1,1
"Kavya Khanna","Power Plant Engineering",0,1
"Ritika Verma","Power Plant Engineering",1,1
"Tanmay Nair","Power Plant Engineering",1,1
"Manav Mehta","Power Plant Engineering",1,1
"Om Reddy","Power Plant Engineering",1,1
"Arjun Joshi","Power Plant Engineering",0,1
"Nikhil Ghosh","Power Plant Engineering",1,1
"Aman Sinha","Power Plant Engineering",0,1
"Kunal Gupta","Power Plant Engineering",1,1
"Priya Thakur","Power Plant Engineering",0,1
"Deepak Mehta","Power Plant Engineering",1,1
"Neha Iyer","Power Plant Engineering",1,1
"Dev Gupta","Power Plant Engineering",1,1
"Ritika Mehta","Power Plant Engineering",1,1
"Dev Jain","Power Plant Engineering",0,1
"Om Pandey","Power Plant Engineering",1,2
"Kunal Ghosh","Power Plant Engineering",0,1
"Manav Verma","Power Plant Engineering",1,1
"Om Ghosh","Power Plant Engineering",1,1
"Dev Das","Power Plant Engineering",1,1
"Pooja Thakur","Power Plant Engineering",1,1
"Sai Iyer","Power Plant Engineering",1,1
"Ishaan Khanna","Power Plant Engineering",1,1
"Sneha Pandey","Power Plant Engineering",0,1
"Dev Thakur","Power Plant Engineering",1,1
"Pooja Gupta","Power Plant Engineering",1,1
"Deepak Pandey","Power Plant Engineering",1,1
"Yash Das","Power Plant Engineering",1,1
"Harsh Gupta","Power Plant Engineering",1,1
"Varun Rao","Power Plant Engineering",1,1
"Aditi Gupta","Power Plant Engineering",1,1
"Ritesh Kapoor","Power Plant Engineering",1,1
"Sai Joshi","Power Plant Engineering",1,2
"Mohit Gupta","Power Plant Engineering",0,1
"Aarav Kapoor","Power Plant Engineering",1,1
"Manav Gupta","Power Plant Engineering",1,1
"Ishaan Thakur","Power Plant Engineering",0,1
"Aditi Choudhary","Power Plant Engineering",1,1
"Krishna Verma","Power Plant Engineering",0,1
"Sai Verma","Power Plant Engineering",1,2
"Manav Rao","Power Plant Engineering",1,1
"Yash Choudhary","Power Plant Engineering",1,1
"Mohit Khanna","Power Plant Engineering",1,1
"Diya Gupta","Power Plant Engineering",1,1
"Arjun Choudhary","Power Plant Engineering",1,1
"Manav Thakur","Power Plant Engineering",1,1
"Vivaan Dubey","Power Plant Engineering",1,1
"Meera Thakur","Power Plant Engineering",1,1
"Manav Jain","Power Plant Engineering",1,1
"Nikhil Mehta","Power Plant Engineering",1,1
"Diya Patel","Power Plant Engineering",1,1
"Dev Rao","Power Plant Engineering",1,1
"Mohit Agarwal","Power Plant Engineering",1,1
"Arjun Bansal","Power Plant Engineering",0,1
"Priya Gupta","Power Plant Engineering",1,1
"Pooja Choudhary","Power Plant Engineering",1,1
"Manav Sharma","Power Plant Engineering",1,1
"Om Mehta","Power Plant Engineering",1,1
"Deepak Ghosh","Power Plant Engineering",1,1
"Siddharth Verma","Power Plant Engineering",1,1
"Priya Sharma","Power Plant Engineering",0,1
"Pooja Iyer","Power Plant Engineering",1,1
"Ishaan Sinha","Communication Systems",1,1
"Nikhil Iyer","Communication Systems",1,1
"Aditi Iyer","Communication Systems",1,1
"Priya Jain","Communication Systems",1,1
"Aditi Rao","Communication Systems",0,1
"Priya Thakur","Communication Systems",1,1
"Ritika Khanna","Communication Systems",1,1
"Yash Nair","Communication Systems",1,1
"Ishaan Choudhary","Communication Systems",1,1
"Sai Joshi","Communication Systems",0,2
"Deepak Choudhary","Communication Systems",1,1
"Siddharth Ghosh","Communication Systems",1,1
"Ishaan Reddy","Communication Systems",1,1
"Neha Iyer","Communication Systems",2,2
"Harsh Jain","Communication Systems",1,1
"Deepak Iyer","Communication Systems",1,1
"Pooja Khanna","Communication Systems",2,2
"Nikhil Bansal","Communication Systems",0,1
"Arjun Choudhary","Communication Systems",0,1
"Om Joshi","Communication Systems",1,1
"Aarav Sharma","Communication Systems",2,2
"Manav Agarwal","Communication Systems",1,1
"Harsh Kapoor","Communication Systems",1,1
"Sai Kapoor","Communication Systems",2,2
"Deepak Khanna","Communication Systems",1,1
"Sneha Menon","Communication Systems",1,2
"Aarav Pandey","Communication Systems",0,1
"Varun Joshi","Communication Systems",1,1
"Diya Agarwal","Communication Systems",2,2
"Kunal Pandey","Communication Systems",1,1
"Rohan Sinha","Communication Systems",1,1
"Aditi Mehta","Communication Systems",1,2
"Priya Pandey","Communication Systems",1,1
"Ananya Mehta","Communication Systems",1,1
"Ritika Verma","Communication Systems",1,2
"Ritesh Agarwal","Communication Systems",0,1
"Aditi Patel","Communication Systems",1,1
"Sneha Ghosh","Communication Systems",1,1
"Meera Verma","Communication Systems",0,1
"Ritesh Khanna","Communication Systems",1,2
"Ritika Dubey","Communication Systems",1,2
"Varun Sharma","Communication Systems",0,1
"Mohit Joshi","Communication Systems",1,1
"Dev Kapoor","Communication Systems",1,1
"Sai Menon","Communication Systems",1,1
"Krishna Pandey","Communication Systems",0,1
"Neha Gupta","Communication Systems",1,1
"Arjun Rao","Communication Systems",1,1
"Manav Khanna","Communication Systems",1,1
"Krishna Dubey","Communication Systems",1,1
"Diya Reddy","Communication Systems",1,1
"Aarav Khanna","Communication Systems",0,1
"Aarav Mehta","Communication Systems",1,1
"Priya Dubey","Communication Systems",1,1
"Sai Iyer","Communication Systems",1,1
"Vivaan Pandey","Communication Systems",1,1
"Om Nair","Communication Systems",1,1
"Deepak Dubey","Communication Systems",1,1
"Harsh Ghosh","Communication Systems",1,1
"Sneha Jain","Communication Systems",1,1
"Krishna Das","Communication Systems",1,1
"Ishaan Patel","Communication Systems",1,1
"Meera Nair","Communication Systems",1,1
"Manav Thakur","Communication Systems",1,1
"Tanmay Khanna","Communication Systems",1,1
"Pooja Bansal","Communication Systems",1,1
"Rohan Rao","Communication Systems",1,1
"Pooja Sharma","Communication Systems",1,1
"Meera Dubey","Communication Systems",1,1
"Aman Kapoor","Communication Systems",1,1
"Ishaan Thakur","Communication Systems",1,1
"Om Patel","Communication Systems",1,1
"Ritesh Bansal","Communication Systems",1,1
"Deepak Mehta","Communication Systems",1,1
"Aman Agarwal","Communication Systems",1,1
"Sneha Dubey","Communication Systems",1,1
"Yash Reddy","Communication Systems",1,1
"Siddharth Nair","Communication Systems",1,1
"Mohit Reddy","Communication Systems",1,1
"Rohan Gupta","Communication Systems",1,1
"Rahul Das","Communication Systems",1,1
"Kavya Reddy","Communication Systems",1,1
"Siddharth Reddy","Communication Systems",1,1
"Sai Nair","Communication Systems",1,1
"Varun Rao","Communication Systems",1,2
"Siddharth Rao","Communication Systems",1,1
"Siddharth Thakur","Communication Systems",1,1
"Om Iyer","Communication Systems",1,1
"Yash Pandey","Communication Systems",1,1
"Om Gupta","Communication Systems",0,1
"Rohan Ghosh","Communication Systems",1,1
"Tanmay Rao","Communication Systems",1,1
"Sneha Gupta","Communication Systems",0,1
"Tanmay Agarwal","Communication Systems",0,1
"Aman Rao","Communication Systems",1,1
"Aditya Gupta","Communication Systems",0,1
"Kavya Ghosh","Communication Systems",1,1
"Krishna Bansal","Communication Systems",1,1
"Neha Bansal","Communication Systems",1,1
"Siddharth Das","Communication Systems",1,1
"Aditya Mehta","Communication Systems",1,1
"Ananya Reddy","Communication Systems",1,1
"Rahul Kapoor","Communication Systems",1,1
"Sai Rao","Communication Systems",1,1
"Tanmay Bansal","Communication Systems",0,1
"Kavya Thakur","Communication Systems",1,1
"Meera Mehta","Communication Systems",0,1
"Rohan Patel","Communication Systems",1,1
"Rahul Bansal","Communication Systems",1,1
"Varun Joshi","Analog Circuits",1,1
"Deepak Sharma","Analog Circuits",1,2
"Kavya Thakur","Analog Circuits",1,1
"Sai Thakur","Analog Circuits",1,1
"Kavya Iyer","Analog Circuits",1,1
"Sneha Agarwal","Analog Circuits",1,2
"Pooja Khanna","Analog Circuits",0,1
"Neha Kapoor","Analog Circuits",2,2
"Kunal Menon","Analog Circuits",2,2
"Rohan Sinha","Analog Circuits",0,1
"Nikhil Agarwal","Analog Circuits",0,1
"Deepak Gupta","Analog Circuits",1,1
"Aditi Dubey","Analog Circuits",2,2
"Aarav Kapoor","Analog Circuits",1,1
"Ritesh Joshi","Analog Circuits",3,3
"Neha Sharma","Analog Circuits",1,1
"Aarav Agarwal","Analog Circuits",0,2
"Kunal Thakur","Analog Circuits",2,2
"Deepak Nair","Analog Circuits",0,1
"Neha Choudhary","Analog Circuits",1,2
"Harsh Kapoor","Analog Circuits",1,1
"Arjun Gupta","Analog Circuits",0,1
"Manav Sinha","Analog Circuits",1,1
"Ishaan Thakur","Analog Circuits",0,1
"Rahul Patel","Analog Circuits",1,1
"Varun Pandey","Analog Circuits",1,1
"Vivaan Kapoor","Analog Circuits",0,1
"Manav Kapoor","Analog Circuits",0,1
"Sai Pandey","Analog Circuits",0,1
"Kavya Joshi","Analog Circuits",1,1
"Aditi Gupta","Analog Circuits",1,1
"Rahul Choudhary","Analog Circuits",1,1
"Yash Gupta","Analog Circuits",1,1
"Siddharth Mehta","Analog Circuits",2,2
"Arjun Jain","Analog Circuits",0,1
"Rahul Menon","Analog Circuits",2,2
"Siddharth Dubey","Analog Circuits",0,1
"Ananya Khanna","Analog Circuits",1,1
"Nikhil Dubey","Analog Circuits",1,1
"Diya Sharma","Analog Circuits",1,1
"Neha Agarwal","Analog Circuits",1,1
"Siddharth Khanna","Analog Circuits",2,2
"Tanmay Agarwal","Analog Circuits",1,1
"Yash Rao","Analog Circuits",1,1
"Krishna Menon","Analog Circuits",2,2
"Sai Nair","Analog Circuits",1,1
"Arjun Nair","Analog Circuits",1,1
"Yash Pandey","Analog Circuits",1,1
"Nikhil Iyer","Analog Circuits",1,1
"Ritika Jain","Analog Circuits",1,1
"Kunal Pandey","Analog Circuits",2,2
"Deepak Rao","Analog Circuits",2,2
"Ritika Agarwal","Analog Circuits",1,1
"Pooja Verma","Analog Circuits",2,2
"Rohan Patel","Analog Circuits",0,1
"Meera Joshi","Analog Circuits",0,1
"Yash Menon","Analog Circuits",1,1
"Ritika Sharma","Analog Circuits",1,1
"Aman Rao","Analog Circuits",0,1
"Varun Jain","Analog Circuits",1,1
"Krishna Sinha","Analog Circuits",1,1
"Om Das","Analog Circuits",2,2
"Neha Gupta","Analog Circuits",1,1
"Aditya Ghosh","Analog Circuits",1,1
"Dev Thakur","Analog Circuits",1,1
"Tanmay Nair","Analog Circuits",1,1
"Harsh Sharma","Analog Circuits",1,1
"Ritesh Verma","Analog Circuits",1,1
"Diya Verma","Analog Circuits",1,1
"Ritika Das","Analog Circuits",1,1
"Diya Gupta","Analog Circuits",1,1
"Siddharth Thakur","Analog Circuits",1,1
"Kavya Kapoor","Analog Circuits",1,1
"Ishaan Iyer","Analog Circuits",0,2
"Ananya Kapoor","Analog Circuits",1,1
"Pooja Jain","Analog Circuits",1,1
"Mohit Joshi","Analog Circuits",2,2
"Manav Thakur","Analog Circuits",1,1
"Krishna Iyer","Analog Circuits",1,1
"Rohan Khanna","Analog Circuits",1,1
"Ritesh Iyer","Analog Circuits",1,1
"Meera Verma","Analog Circuits",1,1
"Krishna Bansal","Analog Circuits",1,1
"Rohan Thakur","Analog Circuits",1,1
"Manav Joshi","Analog Circuits",1,1
"Mohit Sinha","Analog Circuits",0,1
"Tanmay Bansal","Analog Circuits",1,1
"Ananya Rao","Analog Circuits",1,1
"Vivaan Menon","Analog Circuits",1,1
"Mohit Pandey","Analog Circuits",1,1
"Siddharth Bansal","Analog Circuits",1,1
"Rohan Dubey","Analog Circuits",0,1
"Mohit Choudhary","Analog Circuits",1,1
"Aditya Thakur","Analog Circuits",1,1
"Arjun Choudhary","Analog Circuits",1,1
"Mohit Menon","Analog Circuits",0,1
"Vivaan Nair","Analog Circuits",1,1
"Arjun Menon","Analog Circuits",1,1
"Harsh Joshi","Analog Circuits",0,1
"Nikhil Ghosh","Analog Circuits",1,1
"Pooja Rao","Analog Circuits",1,1
"Diya Thakur","Analog Circuits",1,1
"Rahul Patel","Software Engineering",1,1
"Om Patel","Software Engineering",1,1
"Deepak Mehta","Software Engineering",2,2
"Aditya Dubey","Software Engineering",1,1
"Siddharth Sinha","Software Engineering",1,1
"Meera Mehta","Software Engineering",1,1
"Pooja Jain","Software Engineering",1,1
"Kunal Nair","Software Engineering",1,1
"Tanmay Jain","Software Engineering",0,1
"Arjun Agarwal","Software Engineering",1,2
"Om Mehta","Software Engineering",3,3
"Meera Ghosh","Software Engineering",2,2
"Nikhil Mehta","Software Engineering",0,2
"Nikhil Sinha","Software Engineering",1,1
"Ishaan Patel","Software Engineering",1,1
"Ananya Choudhary","Software Engineering",1,1
"Pooja Joshi","Software Engineering",1,1
"Diya Menon","Software Engineering",1,1
"Rahul Nair","Software Engineering",0,1
